AZ,1960.0,1321.0
AZ,1961.0,1407.0
AZ,1962.0,1471.0
AZ,1963.0,1521.0
AZ,1964.0,1556.0
AZ,1965.0,1584.0
AZ,1966.0,1614.0
AZ,1967.0,1646.0
AZ,1968.0,1682.0
AZ,1969.0,1737.0
AZ,1970.0,1792.0
AZ,1971.0,1895.814
AZ,1972.0,2008.291
AZ,1973.0,2124.438
AZ,1974.0,2223.196
AZ,1975.0,2284.847
AZ,1976.0,2346.157
AZ,1977.0,2425.197
AZ,1978.0,2515.316
AZ,1979.0,2635.571
AZ,1980.0,2737.774
AZ,1981.0,2810.107
AZ,1982.0,2889.861
AZ,1983.0,2968.925
AZ,1984.0,3067.135
AZ,1985.0,3183.538
AZ,1986.0,3308.262
AZ,1987.0,3437.103
AZ,1988.0,3535.183
AZ,1989.0,3622.185
AZ,1990.0,3684.097
AZ,1991.0,3788.576
AZ,1992.0,3915.74
AZ,1993.0,4065.44
AZ,1994.0,4245.089
AZ,1995.0,4432.499
AZ,1996.0,4586.94
AZ,1997.0,4736.99
AZ,1998.0,4883.342
AZ,1999.0,5023.823
AZ,2000.0,5166.304
AZ,2001.0,5303.869
AZ,2002.0,5451.472
AZ,2003.0,5590.82
AZ,2004.0,5758.692
AZ,2005.0,5973.97
AZ,2006.0,6190.987
AZ,2007.0,6360.238
AZ,2008.0,6499.207
AZ,2009.0,6587.653
CA,1960.0,15870.0
CA,1961.0,16497.0
CA,1962.0,17072.0
CA,1963.0,17668.0
CA,1964.0,18151.0
CA,1965.0,18585.0
CA,1966.0,18858.0
CA,1967.0,19176.0
CA,1968.0,19394.0
CA,1969.0,19711.0
CA,1970.0,20007.0
CA,1971.0,20345.939
CA,1972.0,20585.469
CA,1973.0,20868.728
CA,1974.0,21173.865
CA,1975.0,21537.849
CA,1976.0,21935.909
CA,1977.0,22352.396
CA,1978.0,22835.958
CA,1979.0,23256.88
CA,1980.0,23800.8
CA,1981.0,24285.933
CA,1982.0,24820.009
CA,1983.0,25360.026
CA,1984.0,25844.393
CA,1985.0,26441.109
CA,1986.0,27102.237
CA,1987.0,27777.158
CA,1988.0,28464.249
CA,1989.0,29218.164
CA,1990.0,29959.515
CA,1991.0,30470.736
CA,1992.0,30974.659
CA,1993.0,31274.928
CA,1994.0,31484.435
CA,1995.0,31696.582
CA,1996.0,32018.834
CA,1997.0,32486.01
CA,1998.0,32987.675
CA,1999.0,33499.204
CA,2000.0,33994.383
CA,2001.0,34481.753
CA,2002.0,34867.773
CA,2003.0,35236.589
CA,2004.0,35538.256
CA,2005.0,35770.688
CA,2006.0,35947.461
CA,2007.0,36185.908
CA,2008.0,36538.008
CA,2009.0,36887.615
NM,1960.0,954.0
NM,1961.0,965.0
NM,1962.0,979.0
NM,1963.0,989.0
NM,1964.0,1006.0
NM,1965.0,1012.0
NM,1966.0,1007.0
NM,1967.0,1000.0
NM,1968.0,994.0
NM,1969.0,1011.0
NM,1970.0,1023.0
NM,1971.0,1053.737
NM,1972.0,1078.697
NM,1973.0,1105.529
NM,1974.0,1131.309
NM,1975.0,1159.944
NM,1976.0,1189.295
NM,1977.0,1215.72
NM,1978.0,1238.034
NM,1979.0,1284.722
NM,1980.0,1309.4
NM,1981.0,1332.748
NM,1982.0,1363.823
NM,1983.0,1394.361
NM,1984.0,1416.717
NM,1985.0,1438.361
NM,1986.0,1462.729
NM,1987.0,1478.52
NM,1988.0,1490.337
NM,1989.0,1503.901
NM,1990.0,1521.574
NM,1991.0,1555.305
NM,1992.0,1595.442
NM,1993.0,1636.453
NM,1994.0,1682.398
NM,1995.0,1720.394
NM,1996.0,1752.326
NM,1997.0,1774.839
NM,1998.0,1793.484
NM,1999.0,1808.082
NM,2000.0,1820.802
NM,2001.0,1828.437
NM,2002.0,1849.187
NM,2003.0,1868.121
NM,2004.0,1890.215
NM,2005.0,1914.699
NM,2006.0,1940.631
NM,2007.0,1966.357
NM,2008.0,1984.179
NM,2009.0,2007.315
TX,1960.0,9624.0
TX,1961.0,9820.0
TX,1962.0,10053.0
TX,1963.0,10159.0
TX,1964.0,10270.0
TX,1965.0,10378.0
TX,1966.0,10492.0
TX,1967.0,10599.0
TX,1968.0,10819.0
TX,1969.0,11045.0
TX,1970.0,11236.0
TX,1971.0,11509.848
TX,1972.0,11759.148
TX,1973.0,12019.543
TX,1974.0,12268.629
TX,1975.0,12568.843
TX,1976.0,12904.089
TX,1977.0,13193.05
TX,1978.0,13500.429
TX,1979.0,13888.371
TX,1980.0,14338.208
TX,1981.0,14746.318
TX,1982.0,15331.415
TX,1983.0,15751.676
TX,1984.0,16007.086
TX,1985.0,16272.734
TX,1986.0,16561.113
TX,1987.0,16621.791
TX,1988.0,16667.022
TX,1989.0,16806.735
TX,1990.0,17056.755
TX,1991.0,17398.005
TX,1992.0,17759.738
TX,1993.0,18161.612
TX,1994.0,18564.062
TX,1995.0,18958.751
TX,1996.0,19340.342
TX,1997.0,19740.317
TX,1998.0,20157.531
TX,1999.0,20558.22
TX,2000.0,20944.937
TX,2001.0,21330.19
TX,2002.0,21705.766
TX,2003.0,22048.452
TX,2004.0,22408.514
TX,2005.0,22790.696
TX,2006.0,23356.591
TX,2007.0,23824.518
TX,2008.0,24290.611
TX,2009.0,24770.651
